TOL,BDRC,URL
P4175,P2470,https://treasuryoflives.org/biographies/view/Rokam-Nyima-Sherab/4175
P4177,P2472,https://treasuryoflives.org/biographies/view/Konchok-Kyab/4177
P4185,P248,https://treasuryoflives.org/biographies/view/Dodrubchen-03-Jigme-Tenpai-Nyima/4185
P4196,P249,https://treasuryoflives.org/biographies/view/Lobzang-Trinle-Tenpa-Gyatso-/4196
P4206,P25,https://treasuryoflives.org/biographies/view/Trichen-81-Ngawang-Norbu/4206
P4217,P2509,https://treasuryoflives.org/biographies/view/Ngor-Khenchen-09-Lhachok-Sengge/4217
P4219,P2510,https://treasuryoflives.org/biographies/view/Sanggye-Sengge/4219
P4220,P2511,https://treasuryoflives.org/biographies/view/Kunga-Sonam-Lhundrub/4220
P4221,P2513,https://treasuryoflives.org/biographies/view/Eighteenth-Ngor-Khenchen-Sherab-Jungne/4221
P4222,P2514,https://treasuryoflives.org/biographies/view/Namkha-Rinchen/4222
P4223,P2515,https://treasuryoflives.org/biographies/view/Twentieth-Ngor-Khenchen-Ngawang-Sonam-Gyeltsen/4223
P4224,P2516,https://treasuryoflives.org/biographies/view/Twenty-Second-Ngor-Khenchen-Pelchok-Gyeltsen/4224
P4225,P2517,https://treasuryoflives.org/biographies/view/Jamyang-Namkha-Pelzang/4225
P4227,P2519,https://treasuryoflives.org/biographies/view/Twenty-Sixth-Ngor-Khenchen-Sanggye-Tendzin/4227
P4228,P252,https://treasuryoflives.org/biographies/view/Mipam-Gyatso/4228
P4249,P2540,https://treasuryoflives.org/biographies/view/Sakya-Tridzin-Kunga-Tashi/4249
P4259,P255,https://treasuryoflives.org/biographies/view/Eleventh-Dalai-Lama-Khedrub-Gyatso/4259
P4261,P2551,https://treasuryoflives.org/biographies/view/Ngok-Loden-Sherab/4261
P4265,P2555,https://treasuryoflives.org/biographies/view/Trichen-32-Tsultrim-Chopel/4265
P4267,P2557,https://treasuryoflives.org/biographies/view/Dromton-Gyelwa-Jungne/4267
P4272,P2561,https://treasuryoflives.org/biographies/view/Dodrubchen-02-Jigme-Puntsog-Jungne/4272
P4276,P2565,https://treasuryoflives.org/biographies/view/Trichen-35-Konchok-Chopel/4276
P4277,P2566,https://treasuryoflives.org/biographies/view/Trichen-82-Yeshe-Chophel/4277
P4278,P2567,https://treasuryoflives.org/biographies/view/Trichen-83-Jangchub-Namkha/4278
P4279,P2568,https://treasuryoflives.org/biographies/view/Trichen-84-Lobzang-Tsultrim/4279
P4280,P2569,https://treasuryoflives.org/biographies/view/Trichen-85-Lobzang-Tsultrim-Pelden/4280
P4282,P2570,https://treasuryoflives.org/biographies/view/Trichen-86-Lobzang-Gyeltsen/4282
P4285,P2573,https://treasuryoflives.org/biographies/view/Gyara-Tulku-07-Jigme-Chokyi-Wangchuk/4285
P4291,P258,https://treasuryoflives.org/biographies/view/Jamyang-Khyentse-Wangpo/4291
P4301,P2589,https://treasuryoflives.org/biographies/view/Yumo-Mikyo-Dorje/4301
P4302,P259,https://treasuryoflives.org/biographies/view/Ngawang-Yeshe-Tubten/4302
P4309,P2596,https://treasuryoflives.org/biographies/view/Trijang-03-Lobzang-Yeshe-Tendzin-Gyatso/4309
P4314,P260,https://treasuryoflives.org/biographies/view/Tenth-Dalai-Lama-Tsultrim-Gyatso/4314
P4327,P2611,https://treasuryoflives.org/biographies/view/Lodro-Gyeltsen/4327
P4348,P2630,https://treasuryoflives.org/biographies/view/Sherab-Zangpo/4348
P4349,P2631,https://treasuryoflives.org/biographies/view/Namkha-Pelzang/4349
P4350,P2632,https://treasuryoflives.org/biographies/view/Jamyang-Yeshe-Rinchen/4350
P4352,P2634,https://treasuryoflives.org/biographies/view/Dorje-Rinchen/4352
P4354,P2636,https://treasuryoflives.org/biographies/view/Marpa-Chokyi-Lodro/4354
P4358,P264,https://treasuryoflives.org/biographies/view/Jamgon-Kongtrul-Lodro-Taye/4358
P4359,P2640,https://treasuryoflives.org/biographies/view/Sanggye-Gompa-Sengge/4359
P4368,P2649,https://treasuryoflives.org/biographies/view/Taklungtangpa-Tashi-Pel/4368
P4372,P2652,https://treasuryoflives.org/biographies/view/Dawa-Gyeltsen/4372
P4379,P2659,https://treasuryoflives.org/biographies/view/Pema-Trinle/4379
P4380,P266,https://treasuryoflives.org/biographies/view/Ninth-Tatsak-Jedrung-Ngawang-Lobzang-Tenpai-Gyeltsen/4380
P4402,P268,https://treasuryoflives.org/biographies/view/Yangchen-Drupai-Dorje/4402
P4425,P270,https://treasuryoflives.org/biographies/view/Patrul-Orgyen-Jigme-Chokyi-Wangpo/4425
P4469,P274,https://treasuryoflives.org/biographies/view/Ninth-Dalai-Lama-Lungtok-Gyatso/4469
P4478,P2748,https://treasuryoflives.org/biographies/view/Orgyen-Trinle-Dorje/4478
P4487,P2756,https://treasuryoflives.org/biographies/view/Trichen-47-Lobzang-Chopel/4487
P4488,P2757,https://treasuryoflives.org/biographies/view/Trichen-48-Dondrub-Gyatso/4488
P4489,P2758,https://treasuryoflives.org/biographies/view/Trichen-49-Lobzang-Dargye/4489
P4490,P2759,https://treasuryoflives.org/biographies/view/Trichen-51-Pelden-Drakpa/4490
P4492,P2760,https://treasuryoflives.org/biographies/view/Trichen-53-Gyeltsen-Sengge/4492
P4493,P2761,https://treasuryoflives.org/biographies/view/Trichen-55-Ngawang-Namkha-Zangpo/4493
P4494,P2762,https://treasuryoflives.org/biographies/view/Trichen-56-Lobzang-Drime/4494
P4495,P2763,https://treasuryoflives.org/biographies/view/Trichen-57-Samten-Puntsok/4495
P4496,P2764,https://treasuryoflives.org/biographies/view/Trichen-58-Ngawang-Chodrak/4496
P4497,P2765,https://treasuryoflives.org/biographies/view/Trichen-59-Ngawang-Chodrak/4497
P4498,P2766,https://treasuryoflives.org/biographies/view/Trichen-60-Lobzang-Tenpa/4498
P4499,P2767,https://treasuryoflives.org/biographies/view/Trichen-62-Lobzang-Monlam/4499
P4500,P2768,https://treasuryoflives.org/biographies/view/Trichen-63-Lobzang-Khechok/4500
P4501,P2769,https://treasuryoflives.org/biographies/view/Trichen-64-Lobzang-Tashi/4501
P4524,P279,https://treasuryoflives.org/biographies/view/Rongwo-Drubchen-04-Lobzang-Chodrak-Gyatso/4524
P4535,P28,https://treasuryoflives.org/biographies/view/Trichen-10-Yeshe-Zangpo/4535
P4543,P2807,https://treasuryoflives.org/biographies/view/Trulzhik-Tsultrim-Gyeltsen/4543
P4607,P2866,https://treasuryoflives.org/biographies/view/Konchok-Dechen/4607
P4611,P287,https://treasuryoflives.org/biographies/view/Zhabkar-Tsokdruk-Rangdrol-/4611
P4622,P2881,https://treasuryoflives.org/biographies/view/Jigme-Ngotsar/4622
P4626,P2885,https://treasuryoflives.org/biographies/view/Nubchen-Sanggye-Yeshe/4626
P4630,P2889,https://treasuryoflives.org/biographies/view/Zurchen-Shakya-Jungne/4630
P4631,P289,https://treasuryoflives.org/biographies/view/Ngulchu-Dharmabhadra/4631
P4632,P2890,https://treasuryoflives.org/biographies/view/Zurchung-Sherab-Drakpa/4632
P4642,P29,https://treasuryoflives.org/biographies/view/Geshe-Sherab-Gyatso/4642
P4659,P2914,https://treasuryoflives.org/biographies/view/Sengdruk-Pema-Tashi/4659
P4660,P2915,https://treasuryoflives.org/biographies/view/Drakpa-Gyeltsen/4660
P4665,P292,https://treasuryoflives.org/biographies/view/Bipa-Mipam-Dawa/4665
P4669,P2923,https://treasuryoflives.org/biographies/view/Trichen-04-Lekpa-Gyeltsen/4669
P4676,P293,https://treasuryoflives.org/biographies/view/Dodrubchen-01-Jigme-Trinle-Ozer/4676
P4720,P297,https://treasuryoflives.org/biographies/view/Drakpa-Gyeltsen/4720
P4727,P2976,https://treasuryoflives.org/biographies/view/Amchok-02-Konchok-Tenpai-Gyeltsen/4727
P4730,P298,https://treasuryoflives.org/biographies/view/Konchok-Tenpai-Dronme/4730
P4903,P2JM167,https://treasuryoflives.org/biographies/view/Gyelwa-Choyang/4903
P4986,P2JM275,https://treasuryoflives.org/biographies/view/Namkha-Chokyi-Gyatso/4986
P4987,P2JM276,https://treasuryoflives.org/biographies/view/Jigme-Choying-Osel/4987
P5024,P2JM309,https://treasuryoflives.org/biographies/view/Ngawang-Norbu/5024
P5041,P2JM325,https://treasuryoflives.org/biographies/view/Gelek-Namgyel/5041
P5044,P2JM328,https://treasuryoflives.org/biographies/view/Tsering-Norbu/5044
P5048,P2JM331,https://treasuryoflives.org/biographies/view/Konchok-Zangpo/5048
P5078,P2JM359,https://treasuryoflives.org/biographies/view/Gyurme-Osel/5078
P5099,P2JM378,https://treasuryoflives.org/biographies/view/Pema-Tsewang-Gyatso/5099
P5115,P2JM392,https://treasuryoflives.org/biographies/view/Ozer-Taye/5115
P5117,P2JM394,https://treasuryoflives.org/biographies/view/Konchok-Yeshe-Ozer/5117
P5120,P2JM397,https://treasuryoflives.org/biographies/view/Tendzin-Chozang/5120
P5121,P2JM398,https://treasuryoflives.org/biographies/view/Chonam/5121
P5122,P2JM399,https://treasuryoflives.org/biographies/view/Tsering-Chojor/5122
P5137,P2JM411,https://treasuryoflives.org/biographies/view/Ngawang-Tendzin-Lhundup/5137
P5151,P2JM424,https://treasuryoflives.org/biographies/view/First-Simda-Dzogchen-Tulku-Orgyen-Samten/5151
P5159,P2JM431,https://treasuryoflives.org/biographies/view/Third-Simda-Dzogchen-Tulku-Kunzang-Pema-Wanggyel/5159
P5164,P2JM436,https://treasuryoflives.org/biographies/view/Third-Shechen-Rabjam-Peljor-Gyatso/5164
P5166,P2JM438,https://treasuryoflives.org/biographies/view/Fourth-Shechen-Rabjam-Garwang-Chokyi-Gyeltsen/5166
P5234,P2JM5,https://treasuryoflives.org/biographies/view/Ma-Rinchen-Chok/5234
P5281,P2JM8,https://treasuryoflives.org/biographies/view/Sokpo-Pelgyi-Yeshe/5281
P5312,P3005,https://treasuryoflives.org/biographies/view/Yutok-Yonten-Gonpo/5312
P5313,P3006,https://treasuryoflives.org/biographies/view/Sumton-Yeshe-Zung/5313
P5317,P301,https://treasuryoflives.org/biographies/view/Trichen-70-Ngawang-Chopel/5317
P5326,P3018,https://treasuryoflives.org/biographies/view/Dorje-Palam/5326
P5328,P302,https://treasuryoflives.org/biographies/view/Eighth-Tatsak-Yeshe-Lobzang-Tenpai-Gonpo/5328
P5331,P3022,https://treasuryoflives.org/biographies/view/Lobzang-Gyatso/5331
P5338,P303,https://treasuryoflives.org/biographies/view/Ngawang-Tendar/5338
P5349,P304,https://treasuryoflives.org/biographies/view/Lobzang-Yeshe-Tenpa-Rabgye/5349
P5360,P305,https://treasuryoflives.org/biographies/view/Lobzang-Gyeltsen-Sengge/5360
P5371,P306,https://treasuryoflives.org/biographies/view/Trichen-69-Jangchub-Chophel/5371
P5381,P307,https://treasuryoflives.org/biographies/view/Trichen-67-Jamyang-Monlam/5381
P5386,P3074,https://treasuryoflives.org/biographies/view/Tsurton-Wanggi-Dorje/5386
P5401,P3088,https://treasuryoflives.org/biographies/view/Mal-Lotsawa-Lodro-Drakpa/5401
P5406,P3092,https://treasuryoflives.org/biographies/view/Nasa-Drakpukpa-Sonam-Pel/5406
P5408,P3094,https://treasuryoflives.org/biographies/view/Yeshe-Gyeltsen/5408
P5410,P3096,https://treasuryoflives.org/biographies/view/Ngayul-Gomang-Trirab-18-Lobzang-Tsultrim-Gyatso/5410
P5415,P310,https://treasuryoflives.org/biographies/view/Trichen-66-Ngawang-Nyendrak/5415
P5426,P311,https://treasuryoflives.org/biographies/view/Lobzang-Tsultrim/5426
P5432,P3116,https://treasuryoflives.org/biographies/view/Trichen-25-Peljor-Gyatso/5432
P5436,P312,https://treasuryoflives.org/biographies/view/Rongwo-Drubchen-03-Gendun-Trinle-Rabgye/5436
P5437,P3120,https://treasuryoflives.org/biographies/view/Janglingpa-Tashi-Gyeltsen/5437
P5457,P314,https://treasuryoflives.org/biographies/view/Jigme-Lingpa/5457
P5461,P3143,https://treasuryoflives.org/biographies/view/Ra-Lotsawa-Dorje-Drakpa/5461
P5479,P316,https://treasuryoflives.org/biographies/view/Arik-Geshe-Jampa-Gelek-Gyeltsen/5479
P5480,P3160,https://treasuryoflives.org/biographies/view/Trichen-16-Chokyong-Gyatso/5480
P5485,P3165,https://treasuryoflives.org/biographies/view/Trichen-72-Jampel-Tsultrim/5485
P5490,P3170,https://treasuryoflives.org/biographies/view/Rongwo-Drubchen-06-Lobzang-Tenpai-Gyeltsen/5490
P5500,P318,https://treasuryoflives.org/biographies/view/Go-Lotsawa-Zhonnu-Pel/5500
P5511,P319,https://treasuryoflives.org/biographies/view/Pawo-Tsuglag-Trengwa/5511
P5527,P3203,https://treasuryoflives.org/biographies/view/Niṣkalaṅka/5527
P5555,P3229,https://treasuryoflives.org/biographies/view/Nartangpa-Tsultrim-Gyeltsen/5555
P5588,P326,https://treasuryoflives.org/biographies/view/Guru-Chowang/5588
P5615,P3285,https://treasuryoflives.org/biographies/view/Drokmi-Śākya-Yeshe/5615
P5626,P3296,https://treasuryoflives.org/biographies/view/Sanggye-Pel/5626
P5641,P331,https://treasuryoflives.org/biographies/view/Deumar-Geshe-Tendzin-Puntsok/5641
P5644,P3312,https://treasuryoflives.org/biographies/view/Machik-Labdron/5644
P5652,P332,https://treasuryoflives.org/biographies/view/Trichen-61-Ngawang-Tsultrim/5652
P5693,P3357,https://treasuryoflives.org/biographies/view/Umapa-Tsondru-Sengge/5693
P5706,P3369,https://treasuryoflives.org/biographies/view/Trichen-45-Tsultrim-Dargye/5706
P5717,P3379,https://treasuryoflives.org/biographies/view/Atiśa-Dīpaṃkara/5717
P5729,P339,https://treasuryoflives.org/biographies/view/Sumpa-Khenpo-Yeshe-Peljor/5729
P5750,P3408,https://treasuryoflives.org/biographies/view/Bakton-Zhonnu-Tsultrim/5750
P5753,P3411,https://treasuryoflives.org/biographies/view/Draktengpa-Yonten-Tsultrim/5753
P5777,P3434,https://treasuryoflives.org/biographies/view/Trichen-28-Gendun-Gyeltsen/5777
P5786,P3442,https://treasuryoflives.org/biographies/view/Potowa-Rinchen-Sal/5786
P5790,P3446,https://treasuryoflives.org/biographies/view/Tumton-Lodro-Drakpa/5790
P5791,P3447,https://treasuryoflives.org/biographies/view/Chekhawa-Yeshe-Dorje/5791
P5795,P3450,https://treasuryoflives.org/biographies/view/Shākya-Yeshe/5795
P5796,P3451,https://treasuryoflives.org/biographies/view/Trichen-46-Jinpa-Gyatso/5796
P5801,P3456,https://treasuryoflives.org/biographies/view/Naktso-Lotsāwa-Tsultrim-Gyelwa/5801
P5803,P3458,https://treasuryoflives.org/biographies/view/Go-Khukpa-Lhetse/5803
P5817,P3470,https://treasuryoflives.org/biographies/view/Lhodrak-Namkha-Gyelpo/5817
P5818,P3471,https://treasuryoflives.org/biographies/view/Lhodrak-Sengge-Zangpo/5818
P5819,P3472,https://treasuryoflives.org/biographies/view/Lhodrak-Gyelse-Zangpo/5819
P5820,P3473,https://treasuryoflives.org/biographies/view/Chennga-Tsultrim-Bar/5820
P5822,P3475,https://treasuryoflives.org/biographies/view/Jayulwa-Zhonnu-Wo/5822
P5849,P35,https://treasuryoflives.org/biographies/view/Tashi-Pelden/5849
P5858,P3507,https://treasuryoflives.org/biographies/view/Gorumpa-Kunga-Lekpa/5858
P5871,P352,https://treasuryoflives.org/biographies/view/Sixth-Dalai-Lama-Tsangyang-Gyatso/5871
P5889,P3537,https://treasuryoflives.org/biographies/view/Ngawang-Tendzin/5889
P5897,P3546,https://treasuryoflives.org/biographies/view/Amdo-Geshe-Jampel-Rolpai-Lodro/5897
P5899,P3548,https://treasuryoflives.org/biographies/view/Tukwan-01-Lobzang-Rabten/5899
P5901,P355,https://treasuryoflives.org/biographies/view/Trichen-65-Gendun-Tsultrim/5901
P5902,P3550,https://treasuryoflives.org/biographies/view/Tukwan-06-Shedrub-Gyatso/5902
P5910,P3558,https://treasuryoflives.org/biographies/view/Konchok-Gyepai-Lodro/5910
P5924,P3572,https://treasuryoflives.org/biographies/view/First-Tai-Situ-Chokyi-Gyeltsen/5924
P5926,P3574,https://treasuryoflives.org/biographies/view/Third-Tai-Situ-Tashi-Peljor/5926
P5927,P3575,https://treasuryoflives.org/biographies/view/Fifth-Tai-Situ-Chokyi-Gyeltsen/5927
P5928,P3576,https://treasuryoflives.org/biographies/view/Fourth-Tai-Situ-Mutruk-Chokyi-Gocha/5928
P5932,P358,https://treasuryoflives.org/biographies/view/Trichen-68-Lobzang-Gelek/5932
P5953,P3599,https://treasuryoflives.org/biographies/view/Trichen-20-Chodrak-Zangpo/5953
P5977,,https://treasuryoflives.org/biographies/view/Kunga-Pelwa/5977
P5985,P3627,https://treasuryoflives.org/biographies/view/Chakpa-Chopel/5985
P5997,P3638,https://treasuryoflives.org/biographies/view/Pelchen-Chokyi-Yeshe/5997
P5999,P364,https://treasuryoflives.org/biographies/view/Nyangrel-Nyima-Ozer/5999
P6009,P3649,https://treasuryoflives.org/biographies/view/Depa-Trinle-Gyatso/6009
P6010,P365,https://treasuryoflives.org/biographies/view/Namkha-Pel/6010
P6025,P3663,https://treasuryoflives.org/biographies/view/Jigme-Gyeltsen/6025
P6037,P3674,https://treasuryoflives.org/biographies/view/Ga-Lotsāwa-Zhonnu-Pel/6037
P6045,P3681,https://treasuryoflives.org/biographies/view/Second-Setsang-Ngawang-Jamyang-Tashi/6045
P6065,P37,https://treasuryoflives.org/biographies/view/Ngawang-Lobzang-Gyatso/6065
P6099,P373,https://treasuryoflives.org/biographies/view/Third-Amdo-Zhamar-Ngawang-Tendzin-Gyatso/6099
P6100,P3730,https://treasuryoflives.org/biographies/view/Khon-Konchok-Gyelpo/6100
P6110,P374,https://treasuryoflives.org/biographies/view/Konchok-Tenpai-Gyatso/6110
P6122,P3750,https://treasuryoflives.org/biographies/view/Trulzhik-Tsultrim-Gyeltsen/6122
P6134,P3762,https://treasuryoflives.org/biographies/view/Tsondru-Sengge/6134
P6138,P3766,https://treasuryoflives.org/biographies/view/Sonam-Pel/6138
P6147,P3774,https://treasuryoflives.org/biographies/view/Khenpo-Zopa/6147
P6159,P3785,https://treasuryoflives.org/biographies/view/Parpuwa-Lodro-Sengge/6159
P6161,P3787,https://treasuryoflives.org/biographies/view/Lobzang-Nyima/6161
P6175,P38,https://treasuryoflives.org/biographies/view/Khardo-Zopa-Gyatso/6175
P6185,P3808,https://treasuryoflives.org/biographies/view/Tendzin-Trinle/6185
P6198,P382,https://treasuryoflives.org/biographies/view/Third-Detri-Jamyang-Tubten-Nyima/6198
P6205,P3827,https://treasuryoflives.org/biographies/view/Nyang-Tingngedzin-Zangpo/6205
P6214,P8224,https://treasuryoflives.org/biographies/view/Vajrasana-the-Younger/6214
P6219,P384,https://treasuryoflives.org/biographies/view/Trichen-12-Sherab-Dar-Lekpai-Lodro/6219
P6230,P385,https://treasuryoflives.org/biographies/view/Eighth-Karmapa-Mikyo-Dorje/6230
P6251,P3869,https://treasuryoflives.org/biographies/view/Konchok-Tsultrim/6251
P6257,P3874,https://treasuryoflives.org/biographies/view/Zhonnu-Lodro/6257
P6275,P3890,https://treasuryoflives.org/biographies/view/Gorub-Lotsāwa-Chokyi-Sherab/6275
P6278,P3893,https://treasuryoflives.org/biographies/view/Namgyel-Drakpa-Zangpo-/6278
P6285,P39,https://treasuryoflives.org/biographies/view/Khyungpo-Naljor/6285
P6286,P390,https://treasuryoflives.org/biographies/view/Trichen-11-Lobzang-Drakpa/6286
P6331,P3941,https://treasuryoflives.org/biographies/view/Pema-Wangchuk/6331
P6332,P3942,https://treasuryoflives.org/biographies/view/Lobzang-Tendzin-Namgyel-Trinle-Dorje/6332
P6333,P3943,https://treasuryoflives.org/biographies/view/Tsewang-Sonam-Tobgyel/6333
P6334,P3944,https://treasuryoflives.org/biographies/view/Sixteenth-Chone-Sakyong-Rinchen-Tendzin-Trinle-Dorje/6334
P6335,P3945,https://treasuryoflives.org/biographies/view/First-Chone-Sakyong-Changtul/6335
P6336,P3946,https://treasuryoflives.org/biographies/view/Second-Chone-Sakyong-Tsenpo-Pellek/6336
P6337,P3947,https://treasuryoflives.org/biographies/view/Third-Chone-Sakyong-Tashi-Bum/6337
P6338,P3948,https://treasuryoflives.org/biographies/view/Fourth-Chone-Sakyong-Gakye/6338
P6339,P3949,https://treasuryoflives.org/biographies/view/Fifth-Chone-Sakyong-Wangchuk/6339
P6340,P395,https://treasuryoflives.org/biographies/view/Sanggye-Pel/6340
P6341,P3950,https://treasuryoflives.org/biographies/view/Sixth-Chone-Sakyong-Gonpo-Dargye/6341
P6342,P3951,https://treasuryoflives.org/biographies/view/Seventh-Chone-Sakyong-Kelzang-Wangchuk/6342
P6343,P3952,https://treasuryoflives.org/biographies/view/bkra-shis-rab-brtan/6343
P6344,P3953,https://treasuryoflives.org/biographies/view/Ninth-Chone-Sakyong-Tsewang-Dondrub/6344
P6345,P3954,https://treasuryoflives.org/biographies/view/Tenth-Chone-Sakyong-Lobzang-Dondrub/6345
P6346,P3955,https://treasuryoflives.org/biographies/view/Eleventh-Chone-Sakyong-Makzor-Gonpo/6346
P6348,P3957,https://treasuryoflives.org/biographies/view/Thirteenth-Chone-Sakyong-Tensung-Tsering/6348
P6349,P3958,https://treasuryoflives.org/biographies/view/Fourteenth-Chone-Sakyong-Tendzin-Rinchen/6349
P6350,P3959,https://treasuryoflives.org/biographies/view/Fifteenth-Chone-Sakyong-Jigme-Topgye/6350
P6351,P396,https://treasuryoflives.org/biographies/view/Shakya-Chokden/6351
P6353,P3961,https://treasuryoflives.org/biographies/view/Konchok-Damcho-Gyatso/6353
P6367,P3974,https://treasuryoflives.org/biographies/view/Kyobpa-Pel-Zangpo/6367
P6373,P398,https://treasuryoflives.org/biographies/view/Sherab-Peltsek/6373
P6374,P3980,https://treasuryoflives.org/biographies/view/Drakpa-Gyeltsen/6374
P6393,P3998,https://treasuryoflives.org/biographies/view/Chokyi-Lama/6393
P6395,P4,https://treasuryoflives.org/biographies/view/Tsunma-Yulha/6395
P6405,P4007,https://treasuryoflives.org/biographies/view/Tropu-Lotsawa-Jampa-Pel/6405
P6412,P4013,https://treasuryoflives.org/biographies/view/Buddhagupta-nātha/6412
P6419,P402,https://treasuryoflives.org/biographies/view/Ninth-Tongkhor-Tubten-Jigme-Gyatso/6419
P6441,P404,https://treasuryoflives.org/biographies/view/Tolungpa-Rinchen-Nyingpo/6441
P6452,P405,https://treasuryoflives.org/biographies/view/Puchungwa-Zhonnu-Gyeltsen/6452
P6466,P4065,https://treasuryoflives.org/biographies/view/Trichen-39-Konchok-Chozang/6466
P6470,P4069,https://treasuryoflives.org/biographies/view/Minyak-Kunzang-Sonam/6470
P6489,P4086,https://treasuryoflives.org/biographies/view/Drungchen-Khachopa-Namkha-Gyeltsen/6489
P6491,P4088,https://treasuryoflives.org/biographies/view/Donton-Sherab-Drakpa/6491
P6493,P409,https://treasuryoflives.org/biographies/view/Rongwo-Drubchen-02-Ngawang-Trinle-Gyatso/6493
P6498,P4094,https://treasuryoflives.org/biographies/view/Trichen-76-Lobzang-Khyenrab-Wangchuk/6498
P6499,P4095,https://treasuryoflives.org/biographies/view/Tenpa-Tsering/6499
P6502,P4098,https://treasuryoflives.org/biographies/view/Second-Detri-Jigme-Lungrik-Gyatso/6502
P6505,P410,https://treasuryoflives.org/biographies/view/Ngawang-Tashi/6505
P6526,P412,https://treasuryoflives.org/biographies/view/Trichen-54-Ngawang-Chokden/6526
P6529,P4122,https://treasuryoflives.org/biographies/view/Lobzang-Nyendrak/6529
P6535,P4128,https://treasuryoflives.org/biographies/view/Jigme-Tenpai-Nyima/6535
P6536,P4129,https://treasuryoflives.org/biographies/view/Jigme-Rigpai-Sengge/6536
P6547,P4139,https://treasuryoflives.org/biographies/view/Lhachug-Kharwa-Nyida-O/6547
P6548,P414,https://treasuryoflives.org/biographies/view/Taktsang-Lobzang-Rabten/6548
P6567,P4158,https://treasuryoflives.org/biographies/view/Dutsi-Gyurme/6567
P6568,P4159,https://treasuryoflives.org/biographies/view/Lekdrub-Pel/6568
P6578,P4168,https://treasuryoflives.org/biographies/view/Sanggye-Dorje/6578
P6580,P417,https://treasuryoflives.org/biographies/view/Sixth-tatsak-Jedrung-Ngawang-Konchok-Nyima/6580
P6586,P4176,https://treasuryoflives.org/biographies/view/Puntsok-Namgyel/6586
P6587,P4177,https://treasuryoflives.org/biographies/view/Sumpa-Yeshe-Lodro-/6587
P6620,P4206,https://treasuryoflives.org/biographies/view/Samlingpa/6620
P6622,P4208,https://treasuryoflives.org/biographies/view/Sonam-Drakpa/6622
P6626,P4211,https://treasuryoflives.org/biographies/view/Second-Panchen-Lama-Sonam-Chokyi-Langpo/6626
P6634,P4219,https://treasuryoflives.org/biographies/view/Rongwo-Drubchen-05-Lobzang-Trinle-Gyatso/6634
P6635,P422,https://treasuryoflives.org/biographies/view/Sherab-Tashi/6635
P6646,P423,https://treasuryoflives.org/biographies/view/Jamyang-Zhepai-Dorje/6646
P6648,P4231,https://treasuryoflives.org/biographies/view/Trichen-41-Lobzang-Gyeltsen/6648
P6653,P4236,https://treasuryoflives.org/biographies/view/Pelgyi-Sengge/6653
P6667,P4249,https://treasuryoflives.org/biographies/view/Second-Zhabdrung-Karpo-Lodro-Gyatso/6667
P6668,P425,https://treasuryoflives.org/biographies/view/Nyima-Drakpa/6668
P6670,P4251,https://treasuryoflives.org/biographies/view/First-Zhabdrung-Karpo-Tsoknyi-Gyatso/6670
P6671,P4252,https://treasuryoflives.org/biographies/view/Lorepa-Wangchuk-Tsondru/6671
P6672,P4253,https://treasuryoflives.org/biographies/view/Jamyang-Gonpo/6672
P6678,P4259,https://treasuryoflives.org/biographies/view/Pelgyi-Lhunpo-dpal-gyi-lhun-po/6678
P6681,P4261,https://treasuryoflives.org/biographies/view/Drenpa-Namkha/6681
P6690,P427,https://treasuryoflives.org/biographies/view/Pakpa-Lha/6690
P6721,P4298,https://treasuryoflives.org/biographies/view/Rinchen-Sherab/6721
P6723,P43,https://treasuryoflives.org/biographies/view/Mahavajrasana/6723
P6726,P4301,https://treasuryoflives.org/biographies/view/Rogben-Sherab-O/6726
P6729,P4304,https://treasuryoflives.org/biographies/view/Lobzang-Tenpa-Dargye/6729
P6731,P4306,https://treasuryoflives.org/biographies/view/Ra-Sonam-Wanggyel/6731
P6733,P4308,https://treasuryoflives.org/biographies/view/Tsur-Lotsāwa-Yeshe-Jungne/6733
P6735,P431,https://treasuryoflives.org/biographies/view/Rongton-Sheja-Kunrig/6735
P6738,P4312,https://treasuryoflives.org/biographies/view/Yakde-Paṇchen-Tsondru-Dargye/6738
P6746,P432,https://treasuryoflives.org/biographies/view/Baso-Chokyi-Gyeltsen/6746
P6749,P4322,https://treasuryoflives.org/biographies/view/Yabzang-Choje-Chokyi-Monlam-/6749
P6756,P4329,https://treasuryoflives.org/biographies/view/Zarawa-Kalden-Yeshe-Sengge/6756
P6760,P4332,https://treasuryoflives.org/biographies/view/Rabten-Gyatso/6760
P6770,P4341,https://treasuryoflives.org/biographies/view/Chowang-Drakpa/6770
P6779,P435,https://treasuryoflives.org/biographies/view/Konchok-Delek/6779
P6788,P4358,https://treasuryoflives.org/biographies/view/Jampa-Tashi/6788
P6793,P4362,https://treasuryoflives.org/biographies/view/Lhawang-Chokyi-Gyeltsen/6793
P6801,P437,https://treasuryoflives.org/biographies/view/Konchok-Pendar/6801
P6818,P4385,https://treasuryoflives.org/biographies/view/Zamtsa-Sertri-04-Jigme-Samdrub-Gyatso/6818
P6856,P442,https://treasuryoflives.org/biographies/view/Tsangnyon-Heruka/6856
P6872,P4434,https://treasuryoflives.org/biographies/view/Trichen-24-Jampa-Gyatso/6872
P6874,P4436,https://treasuryoflives.org/biographies/view/Sonam-Chopel/6874
