TOL,BDRC,URL
P6892,P4453,https://treasuryoflives.org/biographies/view/Ziji-Bar/6892
P6895,P4456,https://treasuryoflives.org/biographies/view/Zhangtsun-Dorje-Ozer/6895
P6910,P447,https://treasuryoflives.org/biographies/view/Trichen-13-Chokyi-Shenyen/6910
P6928,P4487,https://treasuryoflives.org/biographies/view/Fourth-Detri-Lobzang-Lungrik-Nyima/6928
P6929,P4488,https://treasuryoflives.org/biographies/view/Fifth-Detri-Jigme-Tubten-Nyima/6929
P6935,P4493,https://treasuryoflives.org/biographies/view/Second-Tatsak-Jedrung-Wonpo-Lhakyab/6935
P6940,P4498,https://treasuryoflives.org/biographies/view/Third-Tatsak-Jedrung-Liyul-Chogyel/6940
P6953,P451,https://treasuryoflives.org/biographies/view/Trichen-08-Monlam-Pelwa/6953
P6962,P4518,https://treasuryoflives.org/biographies/view/Dzeng-Dharmabhodhi/6962
P6978,P4532,https://treasuryoflives.org/biographies/view/Trichen-87-Ngawang-Lobzang-Tenpai-Gyeltsen/6978
P6979,P4533,https://treasuryoflives.org/biographies/view/Trichen-73-Ngawang-Jampel-Tsultrim-Gyatso/6979
P6982,P4536,https://treasuryoflives.org/biographies/view/Ngawang-Sanggye-Pelzang/6982
P6997,P455,https://treasuryoflives.org/biographies/view/Trichen-14-Rinchen-Ozer/6997
P7024,P4574,https://treasuryoflives.org/biographies/view/Zhangton-Chobar/7024
P7038,P4587,https://treasuryoflives.org/biographies/view/Won-Sonam-Drakpa/7038
P7040,P4589,https://treasuryoflives.org/biographies/view/Rinchen-Wanggyel/7040
P7053,P460,https://treasuryoflives.org/biographies/view/Ngakchang-Ngawang-Kunga-Rinchen/7053
P7064,P461,https://treasuryoflives.org/biographies/view/Sakya-Lotsawa-Jampai-Dorje/7064
P7069,P4614,https://treasuryoflives.org/biographies/view/Second-Khalkha-Jetsundampa-Lobzang-Tenpai-Dronme/7069
P7083,P4627,https://treasuryoflives.org/biographies/view/Trichen-26-Damcho-Pelbar/7083
P7090,P4633,https://treasuryoflives.org/biographies/view/Rinchen-Namkha-Dorje/7090
P7093,P4636,https://treasuryoflives.org/biographies/view/Trichen-07-Lodro-Tenpa/7093
P7105,P4647,https://treasuryoflives.org/biographies/view/Ngawang-Trinle/7105
P7107,P4649,https://treasuryoflives.org/biographies/view/Gungtang-02-Ngawang-Tenpai-Gyeltsen/7107
P7113,P4654,https://treasuryoflives.org/biographies/view/Tsen-Khawoche/7113
P7114,P4655,https://treasuryoflives.org/biographies/view/Drapa-Ngonshe/7114
P7130,P467,https://treasuryoflives.org/biographies/view/Jampel-Zangpo/7130
P7152,P469,https://treasuryoflives.org/biographies/view/Yeshe-Bum/7152
P7162,P4699,https://treasuryoflives.org/biographies/view/Ngawang-Khedrub/7162
P7164,P470,https://treasuryoflives.org/biographies/view/Ratna-Lingpa/7164
P7169,P4704,https://treasuryoflives.org/biographies/view/Fifth-Shardong-Lobzang-Shedrub-Gyatso/7169
P7170,P4705,https://treasuryoflives.org/biographies/view/Third-Setsang-Lobzang-Tashi-Rabgye/7170
P7171,P4706,https://treasuryoflives.org/biographies/view/Fourth-Setsang-Lobzang-Tashi-Tenpai-Gyeltsen/7171
P7172,P4707,https://treasuryoflives.org/biographies/view/Fifth-Setsang-blo-bzang-bkra-shis-'phrin-las---rgya-mtsho/7172
P7182,P4716,https://treasuryoflives.org/biographies/view/Trichen-74-Lobzang-Lhundrub/7182
P7230,P4760,https://treasuryoflives.org/biographies/view/Trichen-18-Gyeltsen-Zangpo/7230
P7232,P4762,https://treasuryoflives.org/biographies/view/Lodro-Rinchen-Sengge/7232
P7240,P477,https://treasuryoflives.org/biographies/view/Chokyi-Gyeltsen/7240
P7272,P4799,https://treasuryoflives.org/biographies/view/Bamda-Gelek/7272
P7294,P482,https://treasuryoflives.org/biographies/view/Peljor-Lhundrub/7294
P7326,P4849,https://treasuryoflives.org/biographies/view/Smṛtijñānakīrti/7326
P7348,P487,https://treasuryoflives.org/biographies/view/Twenty-First-Sakya-Tridzin-Lodro-Gyeltsen/7348
P7370,P489,https://treasuryoflives.org/biographies/view/Paṇchen-Bumdrak-Sumpa/7370
P7373,P4892,https://treasuryoflives.org/biographies/view/Chegompa-Sherab-Dorje/7373
P7429,P4943,https://treasuryoflives.org/biographies/view/Orgyan-Lingpa/7429
P7442,P4956,https://treasuryoflives.org/biographies/view/Padmasambhava/7442
P7462,P4975,https://treasuryoflives.org/biographies/view/Tashi-Gon/7462
P7512,P502,https://treasuryoflives.org/biographies/view/Pelden-Tsultrim/7512
P7521,P5028,https://treasuryoflives.org/biographies/view/Trulzhik-Menpa/7521
P7523,P503,https://treasuryoflives.org/biographies/view/Dondrub-Gyelpo/7523
P7545,P505,https://treasuryoflives.org/biographies/view/Lodro-Gyeltsen/7545
P7551,P5055,https://treasuryoflives.org/biographies/view/Orgyen-Tendzin-Norbu/7551
P7559,P8LS13218,https://treasuryoflives.org/biographies/view/Third-Lingla-Tubten-Kelzang-Gyatso/7559
P7565,P5068,https://treasuryoflives.org/biographies/view/Ara-Drubtob-Tarpai-Gyeltsen/7565
P7581,P5082,https://treasuryoflives.org/biographies/view/Sanggye-Tenpa/7581
P7582,P5083,https://treasuryoflives.org/biographies/view/First-Penor-Pema-Norbu/7582
P7601,P510,https://treasuryoflives.org/biographies/view/Je-Khenpo-02-Sonam-Ozer/7601
P7613,P5110,https://treasuryoflives.org/biographies/view/Dondrub-Gyel/7613
P7622,P512,https://treasuryoflives.org/biographies/view/Tendzin-Rabgye/7622
P7636,P5132,https://treasuryoflives.org/biographies/view/Yelpa-Yeshe-Tsek/7636
P7637,P5133,https://treasuryoflives.org/biographies/view/Tishri-Repa-Sherab-Sengge/7637
P7641,P5137,https://treasuryoflives.org/biographies/view/ras-pa-dkar-po/7641
P7644,P514,https://treasuryoflives.org/biographies/view/Tendzin-Lekpai-Dondrub/7644
P7673,P5167,https://treasuryoflives.org/biographies/view/Olkhawa-Drolgom-Choyung/7673
P7676,P517,https://treasuryoflives.org/biographies/view/Je-Khenpo-04-Damcho-Pekar/7676
P7681,P5174,https://treasuryoflives.org/biographies/view/Lhundrub-Gyatso/7681
P7718,P5209,https://treasuryoflives.org/biographies/view/Sheja-Zangpo/7718
P7719,P521,https://treasuryoflives.org/biographies/view/Gyelse-Kunga-Gyeltsen/7719
P7732,P5221,https://treasuryoflives.org/biographies/view/Jigme-Kelzang/7732
P7736,P5225,https://treasuryoflives.org/biographies/view/Jangchub-Lodro/7736
P7743,P5231,https://treasuryoflives.org/biographies/view/Trichen-95-Tashi-Tongtun/7743
P7767,P5254,https://treasuryoflives.org/biographies/view/Rigdzin-Godemchen-Ngodrub-Gyeltsen/7767
P7775,P5262,https://treasuryoflives.org/biographies/view/Yanggonpa-Gyeltsen-Pel/7775
P7803,P529,https://treasuryoflives.org/biographies/view/Jamgon-Ngawang-Gyeltsen/7803
P7815,P530,https://treasuryoflives.org/biographies/view/Je-Khenpo-09-Shakya-Rinchen/7815
P7870,P5355,https://treasuryoflives.org/biographies/view/Trichen-90-Jampa-Chodrak/7870
P7874,P536,https://treasuryoflives.org/biographies/view/Shakya-Tendzin/7874
P7876,P5361,https://treasuryoflives.org/biographies/view/Sixth-Detri-Kelzang-Khyenrab-Gyatso/7876
P7876,P5361,https://treasuryoflives.org/biographies/view/Sixth-Detri-Kelzang-Khyenrab-Gyatso/7876
P7877,P5362,https://treasuryoflives.org/biographies/view/Seventh-Detri-Jamyang-Tenpai-Gyeltsen/7877
P7879,P5364,https://treasuryoflives.org/biographies/view/Jamyang-Tenpai-Nyima/7879
P7895,P538,https://treasuryoflives.org/biographies/view/Je-Khenpo-12-Kunga-Gyatso/7895
P7918,P540,https://treasuryoflives.org/biographies/view/Sherab-Sengge/7918
P7937,P5418,https://treasuryoflives.org/biographies/view/Lobzang-Pelden-Gyatso/7937
P7945,P5425,https://treasuryoflives.org/biographies/view/Dongak-Chokyi-Gyatso/7945
P8027,P55,https://treasuryoflives.org/biographies/view/Khedrubje-Gelek-Pelzang/8027
P8028,P550,https://treasuryoflives.org/biographies/view/Je-Khenpo-13-Yonten-Taye/8028
P8069,P5537,https://treasuryoflives.org/biographies/view/Dondrub-Gyatso/8069
P8076,P5543,https://treasuryoflives.org/biographies/view/Kunga-Pelden/8076
P8079,P5546,https://treasuryoflives.org/biographies/view/Pelden-Lodro/8079
P8085,P5552,https://treasuryoflives.org/biographies/view/kun-dga'-dpal/8085
P8086,P5553,https://treasuryoflives.org/biographies/view/Trichen-23-Tseten-Gyatso/8086
P8097,P5563,https://treasuryoflives.org/biographies/view/Trichen-27-Sanggye-Rinchen/8097
P8099,P5565,https://treasuryoflives.org/biographies/view/Trichen-17-Dorje-Zangpo/8099
P8101,P5567,https://treasuryoflives.org/biographies/view/Kunga-Lodro/8101
P8103,P5569,https://treasuryoflives.org/biographies/view/Jedrung-Sherab-Wangpo/8103
P8105,P5570,https://treasuryoflives.org/biographies/view/Trichen-33-Drakpa-Gyatso/8105
P8106,P5571,https://treasuryoflives.org/biographies/view/Trichen-29-Shenyen-Drakpa/8106
P8107,P5572,https://treasuryoflives.org/biographies/view/Trichen-38-Tenpa-Gyeltsen/8107
P8108,P5573,https://treasuryoflives.org/biographies/view/Trichen-40-Pelden-Gyatso/8108
P8109,P5574,https://treasuryoflives.org/biographies/view/Trichen-43-Jampa-Tashi/8109
P8116,P5580,https://treasuryoflives.org/biographies/view/Kondor-Tulku-01-Pakpa-Shakya-Lhawang/8116
P8126,P559,https://treasuryoflives.org/biographies/view/Ninth-Situ-Pema-Nyinje-Wangpo/8126
P8128,P5591,https://treasuryoflives.org/biographies/view/Jigme-Tenpai-Wangchuk/8128
P8177,P5636,https://treasuryoflives.org/biographies/view/Nyoshul-Khenpo-Jamyang-Dorje/8177
P8181,P564,https://treasuryoflives.org/biographies/view/Chokgyur-Lingpa/8181
P8184,P5642,https://treasuryoflives.org/biographies/view/Lobzang-Chodar/8184
P8342,P5788,https://treasuryoflives.org/biographies/view/Tonmi-Sambhata/8342
P8343,P579,https://treasuryoflives.org/biographies/view/Je-Khenpo-25-Sherab-Gyeltsen/8343
P8355,P580,https://treasuryoflives.org/biographies/view/Jigme-Norbu/8355
P8361,P5805,https://treasuryoflives.org/biographies/view/Khyentse-Tokden/8361
P8397,P584,https://treasuryoflives.org/biographies/view/Yeshe-Ngodrub/8397
P8459,P5898,https://treasuryoflives.org/biographies/view/Machik-Ongjo/8459
P8460,P5899,https://treasuryoflives.org/biographies/view/Khyungtsangpa-Yeshe-Lama/8460
P8472,P5909,"https://treasuryoflives.org/biographies/view/Dungtso-Repa-""The-Later""/8472"
P8474,P5910,https://treasuryoflives.org/biographies/view/Kunga-Bum/8474
P8536,P5969,https://treasuryoflives.org/biographies/view/Jamyang-Gyeltsen/8536
P8538,P5970,https://treasuryoflives.org/biographies/view/Lerab-Lingpa/8538
P8539,P5971,https://treasuryoflives.org/biographies/view/Gyelse-Sonam-Deutsen/8539
P8543,P5975,https://treasuryoflives.org/biographies/view/Tsondru-Gyatso/8543
P8549,P5980,https://treasuryoflives.org/biographies/view/Moktsa-01-Namkha-Chowang/8549
P8551,P5982,https://treasuryoflives.org/biographies/view/Orgyen-Jamyang/8551
P8562,P5992,https://treasuryoflives.org/biographies/view/Drime-Zhingkyong-02-Jigme-Rigdzin-Gonpo/8562
P8563,P5993,https://treasuryoflives.org/biographies/view/Jigme-Yonten-Gonpo/8563
P8566,P5996,https://treasuryoflives.org/biographies/view/Jampel-Dorje/8566
P8567,P5997,https://treasuryoflives.org/biographies/view/Drodul-Tobden-Lingpa/8567
P8571,P60,https://treasuryoflives.org/biographies/view/Rendawa-Zhonnu-Lodro/8571
P8574,P6002,https://treasuryoflives.org/biographies/view/Adzom-Drukpa-Pawo-Dorje/8574
P8575,P6003,https://treasuryoflives.org/biographies/view/Jigme-Dechen-Dorje/8575
P8578,P6006,https://treasuryoflives.org/biographies/view/Pema-Kundrol-Namgyel/8578
P8580,P6008,https://treasuryoflives.org/biographies/view/Moktsa-02-Choying-Dorje/8580
P8583,P6010,https://treasuryoflives.org/biographies/view/Choying-Rangdrol/8583
P8584,P6011,https://treasuryoflives.org/biographies/view/Osel-Dorje-Nyingpo/8584
P8585,P6012,https://treasuryoflives.org/biographies/view/Jangchub-Chokyi-Nyima/8585
P8596,P6022,https://treasuryoflives.org/biographies/view/Gyurme-Kelzang-Tobgyel-Dorje/8596
P8600,P6026,https://treasuryoflives.org/biographies/view/Jigme-Dorje/8600
P8603,P6029,https://treasuryoflives.org/biographies/view/Zhenpen-Dorje/8603
P8609,P6034,https://treasuryoflives.org/biographies/view/Moktsa-03-Jikdrel-Tutob-Dorje/8609
P8610,P6035,https://treasuryoflives.org/biographies/view/Moktsa-04-Jikdrel-Chokyi-Langpo/8610
P8612,P6037,https://treasuryoflives.org/biographies/view/Zong-Lobzang-Tsondru-Tubten-Gyeltsen/8612
P8616,P6040,https://treasuryoflives.org/biographies/view/Jangchub-Dorje/8616
P8617,P6041,https://treasuryoflives.org/biographies/view/Sonam-Dorje/8617
P8618,P6042,https://treasuryoflives.org/biographies/view/Kunzang-Pema-Trinle/8618
P8624,P6048,https://treasuryoflives.org/biographies/view/Tubten-Gyeltsen-Ozer/8624
P8625,P6049,https://treasuryoflives.org/biographies/view/Drime-Osel-Lingpa/8625
P8629,P6052,https://treasuryoflives.org/biographies/view/Pema-Trinle/8629
P8630,P6053,https://treasuryoflives.org/biographies/view/Pelden-Dorje/8630
P8631,P6054,https://treasuryoflives.org/biographies/view/Chopa-Lugu/8631
P8633,P6056,https://treasuryoflives.org/biographies/view/Hor-Donyon-Rinpoche/8633
P8637,P606,https://treasuryoflives.org/biographies/view/Sengge-Gyelpo/8637
P8650,P6071,https://treasuryoflives.org/biographies/view/Fourth-Namkhai-Nyingpo-Namtrul-Jigme-Puntsok/8650
P8651,P6072,https://treasuryoflives.org/biographies/view/Tāre-Lhamo/8651
P8675,P6095,https://treasuryoflives.org/biographies/view/Nangse-Dorje/8675
P8750,P6164,https://treasuryoflives.org/biographies/view/Dorje-Lingpa/8750
P8752,P6167,https://treasuryoflives.org/biographies/view/Ngawang-Lodro-Drakpa/8752
P8753,P6168,https://treasuryoflives.org/biographies/view/Jamyang-Sherab-Chokyi-Nangwa/8753
P8754,P6169,https://treasuryoflives.org/biographies/view/First-Gyatrul-Dongak-Tendzin/8754
P8757,P6172,https://treasuryoflives.org/biographies/view/Third-Karma-Kuchen-Dongak-Chokyi-Nyima/8757
P8782,P620,https://treasuryoflives.org/biographies/view/Shakya-Shri/8782
P8825,P625,https://treasuryoflives.org/biographies/view/Dilgo-Khyentse-Tashi-Peljor/8825
P8857,P628,https://treasuryoflives.org/biographies/view/Melong-Dorje/8857
P8860,P6282,https://treasuryoflives.org/biographies/view/Fifth-Zhabdrung-Karpo-Khetsun-Gyatso/8860
P8861,P6283,https://treasuryoflives.org/biographies/view/Seventh-Zhabdrung-Karpo-Gendun-Tendzin-Norbu/8861
P8868,P629,https://treasuryoflives.org/biographies/view/Jomo-Menmo/8868
P8891,P631,https://treasuryoflives.org/biographies/view/Guru-Jober/8891
P8892,P6310,https://treasuryoflives.org/biographies/view/Second-Karma-Kuchen-Karma-Gyurme-Ngedon-Tendzin/8892
P8912,P633,https://treasuryoflives.org/biographies/view/Nyima-Bum/8912
P8923,P634,https://treasuryoflives.org/biographies/view/Shangton-Tashi-Dorje-/8923
P8964,P638,https://treasuryoflives.org/biographies/view/Sherab-Ozer/8964
P8975,P639,https://treasuryoflives.org/biographies/view/Third-Dorje-Drak-Rigdzin-Ngakgi-Wangpo/8975
P8986,P64,https://treasuryoflives.org/biographies/view/Tsongkhapa-Lobzang-Drakpa/8986
P9030,P644,https://treasuryoflives.org/biographies/view/Lochen-Gyurme-Dechen/9030
P9049,P6457,https://treasuryoflives.org/biographies/view/Trichen-91-Lobzang-Gyeltsen/9049
P9050,P6458,https://treasuryoflives.org/biographies/view/Trichen-92-Tubten-Nyinje/9050
P9051,P6459,https://treasuryoflives.org/biographies/view/Trichen-93-Yeshe-Wangden/9051
P9052,P646,https://treasuryoflives.org/biographies/view/bkra-shis-stobs-rgyal/9052
P9053,P6460,https://treasuryoflives.org/biographies/view/Trichen-94-Lhundrub-Tsondru/9053
P9055,P6463,https://treasuryoflives.org/biographies/view/Trichen-80-Drakpa-Dondrub/9055
P9056,P6464,https://treasuryoflives.org/biographies/view/Trichen-89-Lobzang-Nyendrak-Gyatso/9056
P9057,P6465,https://treasuryoflives.org/biographies/view/Trichen-79-Lobzang-Jinpa/9057
P9058,P6466,https://treasuryoflives.org/biographies/view/Trichen-78-Jamyang-Damcho-/9058
P9059,P6467,https://treasuryoflives.org/biographies/view/Trichen-77-Tsultrim-Dargye/9059
P9062,P647,https://treasuryoflives.org/biographies/view/Peljor-Lhundrub/9062
P9095,P65,https://treasuryoflives.org/biographies/view/Gyeltsab-Darma-Rinchen/9095
P9121,P6525,https://treasuryoflives.org/biographies/view/Nyak-Jnyanakumara/9121
P9126,P653,https://treasuryoflives.org/biographies/view/Dzogchen-Drubwang-01-Pema-Rigdzin/9126
P9141,P6543,https://treasuryoflives.org/biographies/view/Yeshe-Yang/9141
P9158,P656,https://treasuryoflives.org/biographies/view/Garwang-Dorje/9158
P9169,P657,https://treasuryoflives.org/biographies/view/Pema-Trinle/9169
P9171,P6571,https://treasuryoflives.org/biographies/view/Drigung-Khandro-Choden-Zangmo/9171
P9172,P6572,https://treasuryoflives.org/biographies/view/Chonyi-Wangmo/9172
P9190,P659,https://treasuryoflives.org/biographies/view/Namcho-Mingyur-Dorje/9190
P9201,P66,https://treasuryoflives.org/biographies/view/Third-Karmapa-Rangjung-Dorje/9201
P9203,P6600,https://treasuryoflives.org/biographies/view/Yonten-Gonpo/9203
P9213,P661,https://treasuryoflives.org/biographies/view/First-Shechen-Rabjam-bstan-pa'i-rgyal-mtshan/9213
P9254,P665,https://treasuryoflives.org/biographies/view/Pelden-Tashi/9254
P9287,P6680,https://treasuryoflives.org/biographies/view/Langdun-Kunga-Rinchen/9287
P9297,P669,https://treasuryoflives.org/biographies/view/Pema-Dechen-Lingpa/9297
P9305,P6698,https://treasuryoflives.org/biographies/view/Tsarong-Wangchuk-Gyelpo/9305
P9333,P6722,https://treasuryoflives.org/biographies/view/Yuthok-Tashi-Dhondup/9333
P9355,P6744,https://treasuryoflives.org/biographies/view/Pema-Vajra/9355
P9361,P675,https://treasuryoflives.org/biographies/view/Fifth-Lelung-Jedrung-Lobzang-Trinle/9361
P9372,P676,https://treasuryoflives.org/biographies/view/Rigdzin-Tsewang-Norbu/9372
P9383,P677,https://treasuryoflives.org/biographies/view/Dzogchen-Drubwang-02-Gyurme-Tekchok-Tendzin/9383
P9394,P678,https://treasuryoflives.org/biographies/view/Mingyur-Peldron/9394
P9442,P6824,https://treasuryoflives.org/biographies/view/Orgyen-Tendzin-Gyatso/9442
P9482,P6861,https://treasuryoflives.org/biographies/view/Kunpang-Chodrak-Pelsang-/9482
P9513,P689,https://treasuryoflives.org/biographies/view/Fifth-Dorje-Drak-Rigdzin-Kelzang-Pema-Wangchuk/9513
P9523,P6899,https://treasuryoflives.org/biographies/view/Zamtsa-Sertri-02-Jigme-Namkha/9523
P9525,P690,https://treasuryoflives.org/biographies/view/Second-Shechen-Rabjam-Gyurme-Kunzang-Namgyel/9525
P9546,P692,https://treasuryoflives.org/biographies/view/Second-Chakri-Nyidrak-Pema-Tekchok-Tenpei-Gyeltsen/9546
P9572,P6943,https://treasuryoflives.org/biographies/view/Zangpo-Drakpa/9572
P9574,P6945,https://treasuryoflives.org/biographies/view/Drime-Kunga/9574
P9579,P695,https://treasuryoflives.org/biographies/view/Jigme-Gyelwai-Nyugu/9579
P9585,P6955,https://treasuryoflives.org/biographies/view/Pema-Tekchok-Loden/9585
P9588,P6958,https://treasuryoflives.org/biographies/view/Tubten-Nyendrak/9588
P9589,P6959,https://treasuryoflives.org/biographies/view/Chime-Yeshe/9589
P9590,P696,https://treasuryoflives.org/biographies/view/Changlung-Pelchen-Namkha-Jigme/9590
P9593,P6962,https://treasuryoflives.org/biographies/view/Kunzang-Pelden/9593
P9601,P697,https://treasuryoflives.org/biographies/view/Gyelse-Zhenpen-Taye-Ozer/9601
P9612,P698,https://treasuryoflives.org/biographies/view/Do-Khyentse-Yeshe-Dorje/9612
P9618,P6986,https://treasuryoflives.org/biographies/view/Lhalung-Pelgyi-Dorje/9618
P9622,P699,https://treasuryoflives.org/biographies/view/Zhenpen-Chokyi-Nangwa/9622
P9624,P6991,https://treasuryoflives.org/biographies/view/Denma-Tsemang/9624
P9634,P70,https://treasuryoflives.org/biographies/view/Zhamarpa-01-Drakpa-Sengge/9634
P9646,P701,https://treasuryoflives.org/biographies/view/Dzogchen-Drubwang-05-Tubten-Chokyi-Dorje/9646
P9688,P705,https://treasuryoflives.org/biographies/view/Dudjom-Lingpa/9688
P9690,P7051,https://treasuryoflives.org/biographies/view/Second-Mindrol-Nominhan-Lobzang-Tendzin-Gyatso/9690
P9693,P7054,https://treasuryoflives.org/biographies/view/Seventh-Tatsak-Jedrung-Lobzang-Pelden-Gyeltsen/9693
P9703,P7063,https://treasuryoflives.org/biographies/view/Tenth-Kirti-Tenpa-Tsering/9703
P9712,P7072,https://treasuryoflives.org/biographies/view/Fifth-Seri-Maṇipa-Gendun-Tendzin-Gyeltsen/9712
P9750,P7107,https://treasuryoflives.org/biographies/view/Gyara-Tulku-01-Sherab-Puntsok/9750
P9753,P711,https://treasuryoflives.org/biographies/view/Shar-Kelden-Gyatso/9753
P9788,P7143,https://treasuryoflives.org/biographies/view/Lama-Ngawang-Drakpa/9788
P9789,P7144,https://treasuryoflives.org/biographies/view/Lama-Jangchub-Sengge/9789
P9795,P715,https://treasuryoflives.org/biographies/view/Trichen-30-Lodro-Gyatso/9795
P9839,P719,https://treasuryoflives.org/biographies/view/Lobzang-Chokyi-Gyeltsen/9839
P9873,P722,https://treasuryoflives.org/biographies/view/Fourth-Tongkhor-Dogyu-Gyatso/9873
P9884,P723,https://treasuryoflives.org/biographies/view/Fifth-Shechen-Rabjam-Pema-Tekchok-Tenpai-Gyeltsen/9884
P9923,P7269,https://treasuryoflives.org/biographies/view/Namdrol-Zangpo/9923
P9929,P7274,https://treasuryoflives.org/biographies/view/Khenpo-Munsel/9929
P9935,P728,https://treasuryoflives.org/biographies/view/Ninth-Dorje-Drak-Rigdzin-Tubten-Chowang-Nyamnyi-Dorje/9935
P9945,P7289,https://treasuryoflives.org/biographies/view/Choying-Khaybdel/9945
P9985,P5011,https://treasuryoflives.org/biographies/view/Vimalamitra/9985
P9990,P733,https://treasuryoflives.org/biographies/view/Jamyang-Khyentse-Chokyi-Lodro/9990
P10018,P7359,https://treasuryoflives.org/biographies/view/Second-Penor-Tubten-Chokyi-Langpo/10018
P10068,P7404,https://treasuryoflives.org/biographies/view/Dzogchen-Drubwang-03-Ngedon-Tendzin-Zangpo/10068
P10083,P742,https://treasuryoflives.org/biographies/view/Sera-Khandro-Kunzang-Dekyong-Wangmo/10083
P10093,P743,https://treasuryoflives.org/biographies/view/Botrul-Dongak-Tenpai-Nyima/10093
P10146,P748,https://treasuryoflives.org/biographies/view/Tubten-Tsondru/10146
P10168,P75,https://treasuryoflives.org/biographies/view/Khedrub-Norzang-Gyatso/10168
P10169,P750,https://treasuryoflives.org/biographies/view/Sixth-Dzogchen-Drubwang-Jikdrel-Jangchub-Dorje/10169
P10171,P7502,https://treasuryoflives.org/biographies/view/Ngawang-Drakpa/10171
P10199,P753,https://treasuryoflives.org/biographies/view/Rinchen-Zangpo/10199
P10202,P7532,https://treasuryoflives.org/biographies/view/Khedrub-Sherab-Gyeltsen/10202
P10258,P7589,https://treasuryoflives.org/biographies/view/Layakpa-Jangchub-Ngodrub/10258
P10280,P7609,https://treasuryoflives.org/biographies/view/mi-tra-dzo-ki/10280
P10301,P7628,https://treasuryoflives.org/biographies/view/Pema-Ledrel-Tsel/10301
P10311,P7637,https://treasuryoflives.org/biographies/view/Katokpa-Tulku-Sonam-Gyeltsen/10311
P10315,P7640,https://treasuryoflives.org/biographies/view/Riwoche-Jedrung-07-Jampa-Jungne/10315
P10372,P7694,https://treasuryoflives.org/biographies/view/Lama-Monlam-Rabzang/10372
P10373,P7695,https://treasuryoflives.org/biographies/view/Yeshe-Tsogyel/10373
P10394,P7715,https://treasuryoflives.org/biographies/view/Eleventh-Tatsak-Jedrung-Ngawang-Tubten-Kelzang-Tenpai-Dronme/10394
P10412,P7732,https://treasuryoflives.org/biographies/view/Mingyur-Pende-Gyatso/10412
P10413,P7733,https://treasuryoflives.org/biographies/view/Jigme-Choying-Dorje/10413
P10414,P7734,https://treasuryoflives.org/biographies/view/Sixth-Chakri-Nyidrak-Tubten-Osel-Tenpai-Nyima/10414
P10415,P7735,https://treasuryoflives.org/biographies/view/Fifth-Chakri-Nyitrul-Tendzin-Trinle-Wangchuk/10415
P10422,P7742,https://treasuryoflives.org/biographies/view/Khyungdrak-Dorje/10422
P10442,P7760,https://treasuryoflives.org/biographies/view/Humral-Dung-Dung-Gyalchog/10442
P10452,P777,https://treasuryoflives.org/biographies/view/Thirteenth-Ngor-Khenchen-Drangti-Paṇchen-Namkha-Pelzang/10452
P10457,P7774,https://treasuryoflives.org/biographies/view/Khenpo-Jigme-Puntsok/10457
P10462,P778,https://treasuryoflives.org/biographies/view/Fifteenth-Ngor-Khenchen-Jampa-Kunga-Tashi/10462
P10470,P779,https://treasuryoflives.org/biographies/view/Sixteenth-Ngor-Khenchen-Pelden-Dondrub/10470
P10480,P78,https://treasuryoflives.org/biographies/view/Khyenrab-Wangchuk-Drakpa-Zangpo/10480
P10482,P7800,https://treasuryoflives.org/biographies/view/Lama-Pema-Tsewang/10482
P10497,P782,https://treasuryoflives.org/biographies/view/Lowo-Khenchen-Sonam-Lhundrub/10497
P10507,P783,https://treasuryoflives.org/biographies/view/Konchok-Lhundrub/10507
P10528,P785,https://treasuryoflives.org/biographies/view/Konchok-Pelden/10528
P10531,P7852,https://treasuryoflives.org/biographies/view/Pajo-Drukgom-Zhigpo/10531
P10536,P7857,https://treasuryoflives.org/biographies/view/Taktsang-Repa-Ngawang-Gyatso/10536
P10546,P7868,https://treasuryoflives.org/biographies/view/Buddhaguhya/10546
P10548,P787,https://treasuryoflives.org/biographies/view/Ngawang-Chodrak/10548
P10561,P7883,https://treasuryoflives.org/biographies/view/Yungdrung-Puntsok/10561
P10571,P7892,https://treasuryoflives.org/biographies/view/Jangchub-Sengge/10571
P10572,P7893,https://treasuryoflives.org/biographies/view/Lodro-Sengge/10572
P10573,P7894,https://treasuryoflives.org/biographies/view/Tsangton-Dorje-Gyeltsen/10573
P10579,P79,https://treasuryoflives.org/biographies/view/Taktsang-Lotsāwa-Sherab-Rinchen/10579
P10580,P790,https://treasuryoflives.org/biographies/view/Jamyang-Tutob-Wangchuk/10580
P10591,P791,https://treasuryoflives.org/biographies/view/Jamyang-Amnye-Zhab-Ngawang-Kunga-Sonam/10591
P10613,P793,https://treasuryoflives.org/biographies/view/Twenty-Seventh-Sakya-Tridzin-Ngawang-Kunga-Wanggyel/10613
P10623,P794,https://treasuryoflives.org/biographies/view/Twenty-First-Ngor-Khenchen-Sonam-Gyatso/10623
P10633,P795,https://treasuryoflives.org/biographies/view/Twenty-Eighth-Sakya-Tridzin-Ngawang-Sonam-Wangchuk/10633
P10644,P796,https://treasuryoflives.org/biographies/view/Twenty-Fifth-Ngor-Khenchen-Sanggye-Puntsok/10644
P10649,P7964,https://treasuryoflives.org/biographies/view/Kunga-Bum/10649
P10654,P7969,https://treasuryoflives.org/biographies/view/Jangchub-Bum/10654
