RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
032-003384797,Fonds,Published,,EAP039/1,Unrestricted,,"The material has been arranged into four series – kBa’ ‘gyur, miscellaneous canonical material, rNying ma rGyud ‘bum and Rinpoche’s Private Library.","Digital copies have been retained by Gangtey Monastery, and deposited with the National Library and Archives of Bhutan.","Material in this collection was copied as part of the project: EAP039 Digital Documentation of the Manuscript Collection in Gangtey. RAW and JPEG images were made, and deposited with The British Library. Copies were also deposited with the National Library and Archives of Bhutan. The originals are held by Gangtey Monastery. Information used to create this catalogue was supplied by the Project.",1690-1692,,,English,eng,Latin,Latn,1692,"5 hard drives containing 485 volumes, consisting of 135785 TIFF Images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000001,,,Original material is held by Gangtey Monastery.,,Digital documentation of manuscript collection in Gangtey,,,"This collection includes a set of the 100-volume bKa’ ’gyur, two sets of the 46-volume rNying ma rGyud ’bum, the world’s largest Astasahasrikaprajńaparamita, and about a hundred miscellaneous titles.Written in the dBu can script, the cursive dBu med script, the ‘Bru tsha script and the Khyug yig script.Originals dated as: c 14th-early 20th century.",0,1690,Gangtey Monastery Collection,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384798,Series,Published,032-003384797,EAP039/1/1,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,1690-1692,,,English,eng,Latin,Latn,1692,"13 titles comprising 109 volumes, or 42,311 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000002,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,bKa’ ‘gyur,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384872,File,Published,037-003384867,EAP039/1/1/7/5,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,357 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00004c,,http://eap.bl.uk/database/overview_item.a4d?catId=240883;r=19677,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,5,1690,Phal chen: Volume 5,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384873,File,Published,037-003384867,EAP039/1/1/7/6,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,287 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00004d,,http://eap.bl.uk/database/overview_item.a4d?catId=240884;r=22770,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,6,1690,Phal chen: Volume 6,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384874,Sub-Series,Published,036-003384798,EAP039/1/1/8,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,18 volumes copied onto 26 DVDs; 8105 images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00004e,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,8,1690,rGyud,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384875,File,Published,037-003384874,EAP039/1/1/8/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,392 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00004f,,http://eap.bl.uk/database/overview_item.a4d?catId=240886;r=14547,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,rGyud: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384884,File,Published,037-003384874,EAP039/1/1/8/10,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,419 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000058,,http://eap.bl.uk/database/overview_item.a4d?catId=240900;r=16526,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,10,1690,rGyud: Volume 10,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384885,File,Published,037-003384874,EAP039/1/1/8/11,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,453 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000059,,http://eap.bl.uk/database/overview_item.a4d?catId=240901;r=30229,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,11,1690,rGyud: Volume 11,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384886,File,Published,037-003384874,EAP039/1/1/8/12,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,549 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005a,,http://eap.bl.uk/database/overview_item.a4d?catId=240903;r=3940,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,12,1690,rGyud: Volume 12,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384887,File,Published,037-003384874,EAP039/1/1/8/13,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,409 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005b,,http://eap.bl.uk/database/overview_item.a4d?catId=240905;r=6177,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,13,1690,rGyud: Volume 13,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384888,File,Published,037-003384874,EAP039/1/1/8/14,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,403 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005c,,http://eap.bl.uk/database/overview_item.a4d?catId=240906;r=28090,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,14,1690,rGyud: Volume 14,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384889,File,Published,037-003384874,EAP039/1/1/8/15,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,509 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005d,,http://eap.bl.uk/database/overview_item.a4d?catId=240907;r=12900,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,15,1690,rGyud: Volume 15,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384890,File,Published,037-003384874,EAP039/1/1/8/16,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,525 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005e,,http://eap.bl.uk/database/overview_item.a4d?catId=240909;r=15177,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,16,1690,rGyud: Volume 16,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384891,File,Published,037-003384874,EAP039/1/1/8/17,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,422 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00005f,,http://eap.bl.uk/database/overview_item.a4d?catId=240911;r=4490,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,17,1690,rGyud: Volume 17,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384892,File,Published,037-003384874,EAP039/1/1/8/18,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,461 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000060,,http://eap.bl.uk/database/overview_item.a4d?catId=240912;r=19373,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,18,1690,rGyud: Volume 18,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384876,File,Published,037-003384874,EAP039/1/1/8/2,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,501 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000050,,http://eap.bl.uk/database/overview_item.a4d?catId=240887;r=24955,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,2,1690,rGyud: Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384877,File,Published,037-003384874,EAP039/1/1/8/3,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,457 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000051,,http://eap.bl.uk/database/overview_item.a4d?catId=240889;r=19511,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,3,1690,rGyud: Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384878,File,Published,037-003384874,EAP039/1/1/8/4,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,482 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000052,,http://eap.bl.uk/database/overview_item.a4d?catId=240891;r=6337,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,4,1690,rGyud: Volume 4,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384879,File,Published,037-003384874,EAP039/1/1/8/5,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,487 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000053,,http://eap.bl.uk/database/overview_item.a4d?catId=240893;r=21444,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,5,1690,rGyud: Volume 5,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384880,File,Published,037-003384874,EAP039/1/1/8/6,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,526 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000054,,http://eap.bl.uk/database/overview_item.a4d?catId=240895;r=11825,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,6,1690,rGyud: Volume 6,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384881,File,Published,037-003384874,EAP039/1/1/8/7,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,386 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000055,,http://eap.bl.uk/database/overview_item.a4d?catId=240897;r=17900,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,7,1690,rGyud: Volume 7,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384882,File,Published,037-003384874,EAP039/1/1/8/8,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,385 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000056,,http://eap.bl.uk/database/overview_item.a4d?catId=240898;r=14549,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,8,1690,rGyud: Volume 8,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384883,File,Published,037-003384874,EAP039/1/1/8/9,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,339 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000057,,http://eap.bl.uk/database/overview_item.a4d?catId=240899;r=26309,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,9,1690,rGyud: Volume 9,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384893,Sub-Series,Published,036-003384798,EAP039/1/1/9,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,1 volume copied onto 1 DVD; 257 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000061,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,9,1690,Sher phyin sras sna tshogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384894,File,Published,037-003384893,EAP039/1/1/9/1,Unrestricted,,,,,1690-1692,,,English,eng,Latin,Latn,1692,257 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000062,,http://eap.bl.uk/database/overview_item.a4d?catId=240915;r=20018,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,Sher phyin sras sna tshogs: Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384921,Series,Published,032-003384797,EAP039/1/2,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,14th century-20th century,,,English,eng,Latin,Latn,1999,2613 TIFF Images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007d,,,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",2,1300,Miscellaneous canonical material,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384922,File,Published,036-003384921,EAP039/1/2/1,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,182 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007e,,http://eap.bl.uk/database/overview_item.a4d?catId=240947;r=22441,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",1,1300,O rgyan rNamm thar bKa’ thang,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384923,File,Published,036-003384921,EAP039/1/2/2,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,306 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00007f,,http://eap.bl.uk/database/overview_item.a4d?catId=240948;r=30994,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",2,1300,brGyad stong gser bris,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384924,File,Published,036-003384921,EAP039/1/2/3,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,297 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000080,,http://eap.bl.uk/database/overview_item.a4d?catId=240949;r=2073,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",3,1300,Mani bKa’ ‘bum,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384925,File,Published,036-003384921,EAP039/1/2/4,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,243 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000081,,http://eap.bl.uk/database/overview_item.a4d?catId=240950;r=23830,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",4,1300,Mi la ras pa’l rnam thar,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384926,File,Published,036-003384921,EAP039/1/2/5,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,200 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000082,,http://eap.bl.uk/database/overview_item.a4d?catId=240951;r=12764,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",5,1300,Ras chung rnam thar,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384927,File,Published,036-003384921,EAP039/1/2/6,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,404 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000083,,http://eap.bl.uk/database/overview_item.a4d?catId=240952;r=17496,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",6,1300,Sangs rgyas ntshar ‘bum,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384928,File,Published,036-003384921,EAP039/1/2/7,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,981 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000084,,http://eap.bl.uk/database/overview_item.a4d?catId=240953;r=17137,,,Digital documentation of manuscript collection in Gangtey,,,"This series consists of various titles from the Tibetan Buddhist canon.The titles are written in dBu can script, cursive dBu med script, some in the ‘Bru tsha script and others in Khyug yig script.Originals dated as: c 14th century – c 20th century.",7,1300,brGyad stong skal bzang rnga sgra,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384929,Series,Published,032-003384797,EAP039/1/3,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,"2 copies of the 46 volume rNying ma rGyud ‘bum, comprising 92 volumes in total, or 36,574 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000085,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,3,1635,rNying ma rGyud ‘bum,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
037-003384930,Sub-Series,Published,036-003384929,EAP039/1/3/1,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,46 volumes copied onto 46 DVDs; 17480 TIFF images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000086,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,1,1635,rNying ma rgyud ‘bum (A),Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384931,File,Published,037-003384930,EAP039/1/3/1/1,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,380 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000087,,http://eap.bl.uk/database/overview_item.a4d?catId=240958;r=23817,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,1,1635,rNying ma rgyud ‘bum (A): Volume 1,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384940,File,Published,037-003384930,EAP039/1/3/1/10,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,353 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000090,,http://eap.bl.uk/database/overview_item.a4d?catId=240967;r=11698,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,10,1635,rNying ma rgyud ‘bum (A): Volume 10,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384941,File,Published,037-003384930,EAP039/1/3/1/11,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,348 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000091,,http://eap.bl.uk/database/overview_item.a4d?catId=240968;r=13431,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,11,1635,rNying ma rgyud ‘bum (A): Volume 11,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384942,File,Published,037-003384930,EAP039/1/3/1/12,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,341 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000092,,http://eap.bl.uk/database/overview_item.a4d?catId=240969;r=26005,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,12,1635,rNying ma rgyud ‘bum (A): Volume 12,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
