RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
032-003384797,Fonds,Published,,EAP039/1,Unrestricted,,"The material has been arranged into four series – kBa’ ‘gyur, miscellaneous canonical material, rNying ma rGyud ‘bum and Rinpoche’s Private Library.","Digital copies have been retained by Gangtey Monastery, and deposited with the National Library and Archives of Bhutan.","Material in this collection was copied as part of the project: EAP039 Digital Documentation of the Manuscript Collection in Gangtey. RAW and JPEG images were made, and deposited with The British Library. Copies were also deposited with the National Library and Archives of Bhutan. The originals are held by Gangtey Monastery. Information used to create this catalogue was supplied by the Project.",1690-1692,,,English,eng,Latin,Latn,1692,"5 hard drives containing 485 volumes, consisting of 135785 TIFF Images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000001,,,Original material is held by Gangtey Monastery.,,Digital documentation of manuscript collection in Gangtey,,,"This collection includes a set of the 100-volume bKa’ ’gyur, two sets of the 46-volume rNying ma rGyud ’bum, the world’s largest Astasahasrikaprajńaparamita, and about a hundred miscellaneous titles.Written in the dBu can script, the cursive dBu med script, the ‘Bru tsha script and the Khyug yig script.Originals dated as: c 14th-early 20th century.",0,1690,Gangtey Monastery Collection,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384798,Series,Published,032-003384797,EAP039/1/1,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,1690-1692,,,English,eng,Latin,Latn,1692,"13 titles comprising 109 volumes, or 42,311 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000002,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,bKa’ ‘gyur,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385065,File,Published,036-003385024,EAP039/1/4/41,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,321 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00010d,,http://eap.bl.uk/database/overview_item.a4d?catId=249775;r=11194,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,41,1300,Rig pa'i rgyal po na ga rag sha'i dbang skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385066,File,Published,036-003385024,EAP039/1/4/42,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,243 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00010e,,http://eap.bl.uk/database/overview_item.a4d?catId=249776;r=29726,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,42,1300,mGon po ma ning gi rgyud,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385067,File,Published,036-003385024,EAP039/1/4/43,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,182 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00010f,,http://eap.bl.uk/database/overview_item.a4d?catId=249777;r=27040,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,43,1300,Jam dpal nag po'i chos skor raw,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385068,File,Published,036-003385024,EAP039/1/4/44,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,259 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000110,,http://eap.bl.uk/database/overview_item.a4d?catId=249778;r=15792,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,44,1300,gTer bdag gling pa'i 'khrungs rabs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385069,File,Published,036-003385024,EAP039/1/4/45,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,291 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000111,,http://eap.bl.uk/database/overview_item.a4d?catId=249779;r=13577,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,45,1300,Tshe khrid rin chen 'od drwa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385070,File,Published,036-003385024,EAP039/1/4/46,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,90 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000112,,http://eap.bl.uk/database/overview_item.a4d?catId=249780;r=8371,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,46,1300,rNal 'byor spyod pa'i sa lam,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385071,File,Published,036-003385024,EAP039/1/4/47,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,238 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000113,,http://eap.bl.uk/database/overview_item.a4d?catId=249781;r=5134,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,47,1300,bKra shis mdzes ldan gyi rgyud,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385072,File,Published,036-003385024,EAP039/1/4/48,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,259 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000114,,http://eap.bl.uk/database/overview_item.a4d?catId=249782;r=26668,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,48,1300,Yang tig ye shes mthong grol,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385073,File,Published,036-003385024,EAP039/1/4/49,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,232 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000115,,http://eap.bl.uk/database/overview_item.a4d?catId=249783;r=24327,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,49,1300,mKha' 'gro snying thig gi khrid,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385029,File,Published,036-003385024,EAP039/1/4/5,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,287 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000e9,,http://eap.bl.uk/database/overview_item.a4d?catId=249739;r=3410,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,5,1300,dGra bo'I lus ngag yid gsum gnan' pa'i man ngag sogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385074,File,Published,036-003385024,EAP039/1/4/50,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,228 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000116,,http://eap.bl.uk/database/overview_item.a4d?catId=249784;r=10238,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,50,1300,Grub mtha' rin po che'i mdzod,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385075,File,Published,036-003385024,EAP039/1/4/51,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,276 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000117,,http://eap.bl.uk/database/overview_item.a4d?catId=249785;r=31392,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,51,1300,mNga bdag myang gi guru drag po'i skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385076,File,Published,036-003385024,EAP039/1/4/52,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,234 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000118,,http://eap.bl.uk/database/overview_item.a4d?catId=249786;r=13923,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,52,1300,mKha' 'gro snying thig gi brgyud pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385077,File,Published,036-003385024,EAP039/1/4/53,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,210 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000119,,http://eap.bl.uk/database/overview_item.a4d?catId=249787;r=1320,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,53,1300,rDo rje  phag mo'i zab khrid,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385078,File,Published,036-003385024,EAP039/1/4/54,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,134 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011a,,http://eap.bl.uk/database/overview_item.a4d?catId=249788;r=27392,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,54,1300,rDor sems thugs sgrub,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385079,File,Published,036-003385024,EAP039/1/4/55,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,73 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011b,,http://eap.bl.uk/database/overview_item.a4d?catId=249789;r=4138,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,55,1300,sMod pa mtshon cha 'khrul gyi 'khor lo,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385080,File,Published,036-003385024,EAP039/1/4/56,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,92 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011c,,http://eap.bl.uk/database/overview_item.a4d?catId=249790;r=8240,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,56,1300,Yang tig nag po gser gyi 'bru gcig,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385081,File,Published,036-003385024,EAP039/1/4/57,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,116 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011d,,http://eap.bl.uk/database/overview_item.a4d?catId=249791;r=3813,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,57,1300,Dregs pa kun 'dus kyi skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385082,File,Published,036-003385024,EAP039/1/4/58,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,155 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011e,,http://eap.bl.uk/database/overview_item.a4d?catId=249792;r=23116,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,58,1300,rDo rje phur pa spu gri nag po,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385083,File,Published,036-003385024,EAP039/1/4/59,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,252 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00011f,,http://eap.bl.uk/database/overview_item.a4d?catId=249793;r=22701,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,59,1300,Phur pa yang gsang don gyi snying po,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385030,File,Published,036-003385024,EAP039/1/4/6,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,118 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000ea,,http://eap.bl.uk/database/overview_item.a4d?catId=249740;r=23655,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,6,1300,bKa' brgyad yang gsang thugs kyi me long,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385084,File,Published,036-003385024,EAP039/1/4/60,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,278 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000120,,http://eap.bl.uk/database/overview_item.a4d?catId=249794;r=830,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,60,1300,Chos dbyings mdzod dang gnas lugs mdzod,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385085,File,Published,036-003385024,EAP039/1/4/61,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,218 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000121,,http://eap.bl.uk/database/overview_item.a4d?catId=249795;r=30011,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,61,1300,lT a ba klong yangs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385086,File,Published,036-003385024,EAP039/1/4/62,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,178 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000122,,http://eap.bl.uk/database/overview_item.a4d?catId=249796;r=14160,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,62,1300,Thob yig dang bka' brgyad sogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385087,File,Published,036-003385024,EAP039/1/4/63,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,221 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000123,,http://eap.bl.uk/database/overview_item.a4d?catId=249797;r=6242,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,63,1300,gTer ston skyes rabs chos tshan,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385088,File,Published,036-003385024,EAP039/1/4/64,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,140 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000124,,http://eap.bl.uk/database/overview_item.a4d?catId=249798;r=13164,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,64,1300,mKhyen dgongs dmod bcol sogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385089,File,Published,036-003385024,EAP039/1/4/65,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,197 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000125,,http://eap.bl.uk/database/overview_item.a4d?catId=249799;r=6090,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,65,1300,bKa' brgyad yang bla med,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385090,File,Published,036-003385024,EAP039/1/4/66,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,163 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000126,,http://eap.bl.uk/database/overview_item.a4d?catId=249800;r=28925,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,66,1300,Tshe khrid rdo rje phreng ba,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385091,File,Published,036-003385024,EAP039/1/4/67,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,166 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000127,,http://eap.bl.uk/database/overview_item.a4d?catId=249801;r=4451,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,67,1300,sNang gsal sgron me'i 'grel pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385092,File,Published,036-003385024,EAP039/1/4/68,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,159 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000128,,http://eap.bl.uk/database/overview_item.a4d?catId=249802;r=8106,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,68,1300,mDo sde stag sna rgyas pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385093,File,Published,036-003385024,EAP039/1/4/69,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,150 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000129,,http://eap.bl.uk/database/overview_item.a4d?catId=249803;r=25882,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,69,1300,Yang tig ye shes mthong grol,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385031,File,Published,036-003385024,EAP039/1/4/7,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,280 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000eb,,http://eap.bl.uk/database/overview_item.a4d?catId=249741;r=27363,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,7,1300,Don khrid lam gyi sgron me,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385094,File,Published,036-003385024,EAP039/1/4/70,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,203 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00012a,,http://eap.bl.uk/database/overview_item.a4d?catId=249804;r=18187,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,70,1300,Sa bdag gi thebs bzlog,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385095,File,Published,036-003385024,EAP039/1/4/71,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,172 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00012b,,http://eap.bl.uk/database/overview_item.a4d?catId=249805;r=15802,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,71,1300,Lo rgyus gter 'byung,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385096,File,Published,036-003385024,EAP039/1/4/72,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,169 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00012c,,http://eap.bl.uk/database/overview_item.a4d?catId=249806;r=16882,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,72,1300,rNal 'byor bzhi' rim pa sogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385097,File,Published,036-003385024,EAP039/1/4/73,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,152 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00012d,,http://eap.bl.uk/database/overview_item.a4d?catId=249807;r=30965,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,73,1300,Byis pa'i chung glud,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385098,File,Published,036-003385024,EAP039/1/4/74,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,154 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00012e,,http://eap.bl.uk/database/overview_item.a4d?catId=249808;r=15843,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,74,1300,dByangs yig gsal ba'i sgron me,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
